armed,age,gender,is_black,city,signs_of_mental_illness,threat,flee,body_camera,population,percent_completed_hs,poverty_rate,median_income,share_black,share_not_black
Yes,30,M,Yes,"Weatherford, TX",No,Yes,Yes,No,29684,89.3,10.6,57257,2.4,97.6
Yes,36,M,No,"Weatherford, TX",No,Yes,No,No,29684,89.3,10.6,57257,2.4,97.6
Yes,61,M,No,"Fresno, CA",No,Yes,No,No,521667,75.2,29.8,41531,8.3,91.7
Yes,30,M,No,"Fresno, CA",Yes,Yes,No,No,521667,75.2,29.8,41531,8.3,91.7
No,40,M,No,"Fresno, CA",Yes,Yes,No,Yes,521667,75.2,29.8,41531,8.3,91.7
Yes,45,M,No,"Fresno, CA",No,Yes,Yes,Yes,521667,75.2,29.8,41531,8.3,91.7
Yes,28,M,No,"Fresno, CA",Yes,Yes,No,No,521667,75.2,29.8,41531,8.3,91.7
Yes,55,M,No,"Fresno, CA",No,Yes,No,Yes,521667,75.2,29.8,41531,8.3,91.7
Yes,34,M,No,"Fresno, CA",No,Yes,Yes,Yes,521667,75.2,29.8,41531,8.3,91.7
No,19,M,No,"Fresno, CA",Yes,Yes,Yes,Yes,521667,75.2,29.8,41531,8.3,91.7
Yes,45,M,No,"Fresno, CA",Yes,Yes,No,No,521667,75.2,29.8,41531,8.3,91.7
No,16,M,No,"Fresno, CA",No,No,No,Yes,521667,75.2,29.8,41531,8.3,91.7
Yes,21,M,No,"Fresno, CA",No,Yes,No,Yes,521667,75.2,29.8,41531,8.3,91.7
Yes,49,M,No,"Malone, NY",No,Yes,Yes,No,5687,81.2,31.1,36667,0.6,99.4
Yes,35,M,No,"Tahlequah, OK",No,Yes,No,Yes,16604,84.3,34.3,30804,2.4,97.6
Yes,49,M,No,"Tahlequah, OK",Yes,Yes,No,Yes,16604,84.3,34.3,30804,2.4,97.6
Yes,52,M,No,"Franklin, NC",No,Yes,No,No,3930,80.8,35.9,26923,2.1,97.9
Yes,24,M,Yes,"McMinnville, OR",No,Yes,Yes,No,33637,85.2,21.2,45588,0.7,99.3
Yes,45,M,No,"Brockton, MA",Yes,Yes,No,No,95516,81.0,18.6,47557,31.2,68.8
Yes,59,M,No,"Meadow Bridge, WV",Yes,Yes,No,No,358,70.4,26.1,35192,0.0,100.0
Yes,27,M,No,"West Covina, CA",No,Yes,No,No,107306,83.1,10.3,69189,4.5,95.5
Yes,46,M,No,"Lancaster, CA",No,Yes,No,No,159627,81.4,23.5,47225,20.5,79.5
Yes,45,M,No,"Lancaster, CA",No,Yes,No,No,159627,81.4,23.5,47225,20.5,79.5
Yes,33,M,No,"Camden, NJ",Yes,Yes,No,No,74250,67.6,39.9,25042,48.1,51.9
Yes,24,M,Yes,"Camden, NJ",No,Yes,No,No,74250,67.6,39.9,25042,48.1,51.9
Yes,38,M,No,"Camden, NJ",No,Yes,No,No,74250,67.6,39.9,25042,48.1,51.9
Yes,40,M,No,"Miami Beach, FL",No,Yes,No,No,90621,87.2,17.7,44342,4.4,95.6
Yes,37,M,No,"Morristown, TN",No,Yes,No,No,29570,77.0,28.9,30846,6.7,93.3
Yes,23,M,Yes,"Newport News, VA",No,Yes,Yes,No,180205,89.0,15.7,50077,40.7,59.3
Yes,35,M,Yes,"Newport News, VA",No,Yes,No,No,180205,89.0,15.7,50077,40.7,59.3
Yes,36,M,No,"Henderson, NV",No,Yes,No,No,290320,92.7,9.8,63120,5.1,94.9
No,28,M,No,"Henderson, NV",No,Yes,Yes,No,290320,92.7,9.8,63120,5.1,94.9
No,19,M,No,"Pleasanton, CA",No,Yes,Yes,No,81475,95.2,4.4,124759,1.7,98.3
Yes,58,M,No,"Pleasanton, CA",Yes,Yes,No,Yes,81475,95.2,4.4,124759,1.7,98.3
No,43,M,No,"Hawaiian Gardens, CA",No,Yes,No,No,14413,58.8,30.7,37571,3.8,96.2
Yes,42,M,No,"Atwater, CA",No,Yes,Yes,No,29171,72.5,26.2,41414,4.3,95.7
Yes,31,M,No,"Lakewood, CA",Yes,Yes,Yes,No,80785,87.9,7.9,79193,8.7,91.3
Yes,39,M,No,"Edinburg, TX",Yes,Yes,No,No,93328,77.7,27.7,43346,1.6,98.4
Yes,37,M,Yes,"Atlantic, NJ",No,Yes,Yes,No,38226,69.6,36.9,25737,38.3,61.7
No,25,M,Yes,"Atlantic, NJ",No,No,Yes,No,38226,69.6,36.9,25737,38.3,61.7
Yes,35,M,No,"Sugar Creek, MO",No,Yes,Yes,No,3308,88.2,15.5,35738,2.5,97.5
Yes,42,M,No,"Sugar Creek, MO",No,Yes,Yes,No,3308,88.2,15.5,35738,2.5,97.5
No,22,M,No,"Sugar Creek, MO",No,Yes,Yes,No,3308,88.2,15.5,35738,2.5,97.5
Yes,59,M,No,"Beaverton, OR",No,Yes,No,No,97142,90.3,15.4,56882,2.6,97.4
Yes,44,M,No,"Beaverton, OR",No,Yes,No,No,97142,90.3,15.4,56882,2.6,97.4
Yes,51,M,No,"Beaverton, OR",Yes,Yes,No,No,97142,90.3,15.4,56882,2.6,97.4
Yes,50,M,No,"Parowan, UT",No,Yes,No,No,2979,95.5,13.3,36209,0.2,99.8
Yes,20,M,Yes,"Covington, GA",No,Yes,No,No,13878,77.8,25.1,36678,47.4,52.6
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,10.7,66647,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,10.7,66647,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,10.7,60819,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,10.7,60819,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,4.9,66647,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,4.9,66647,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,4.9,60819,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,93.3,4.9,60819,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,10.7,66647,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,10.7,66647,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,10.7,60819,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,10.7,60819,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,4.9,66647,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,4.9,66647,0.6,99.4
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,4.9,60819,20.3,79.7
No,36,M,Yes,"Plantation, FL",No,Yes,No,No,92832,96.3,4.9,60819,0.6,99.4
Yes,24,M,No,"River Forest, IL",No,Yes,No,No,11049,96.6,4.4,99250,6.7,93.3
Yes,27,M,No,"Casper, WY",No,Yes,No,No,58933,91.8,10.5,57790,1.0,99.0
Yes,50,M,No,"Casper, WY",Yes,Yes,No,No,58933,91.8,10.5,57790,1.0,99.0
Yes,20,M,Yes,"Stone Mountain, GA",No,Yes,No,No,6270,86.6,20.9,36729,75.2,24.799999999999997
Yes,24,M,No,"Dunsmuir, CA",No,Yes,Yes,No,1571,88.3,24.5,24770,1.9,98.1
Yes,25,M,No,"Dunsmuir, CA",No,Yes,Yes,No,1571,88.3,24.5,24770,1.9,98.1
Yes,23,M,No,"Lynn, MA",No,Yes,No,No,93386,79.9,20.2,47429,12.8,87.2
Yes,33,M,Yes,"Lynn, MA",No,Yes,Yes,No,93386,79.9,20.2,47429,12.8,87.2
Yes,57,M,No,"Lynn, MA",No,Yes,No,No,93386,79.9,20.2,47429,12.8,87.2
Yes,41,M,No,"Lynn, MA",No,Yes,No,No,93386,79.9,20.2,47429,12.8,87.2
Yes,20,M,Yes,"Mascotte, FL",No,Yes,No,No,5513,69.7,14.6,44722,11.8,88.2
Yes,43,M,No,"Marion, MI",Yes,Yes,No,No,850,87.2,43.7,24821,0.1,99.9
Yes,25,M,Yes,"Moreno Valley, CA",Yes,Yes,No,No,204790,75.2,19.3,54590,18.0,82.0
Yes,23,M,No,"Moreno Valley, CA",Yes,Yes,No,No,204790,75.2,19.3,54590,18.0,82.0
Yes,29,M,No,"Wauwatosa, WI",Yes,Yes,No,No,47892,96.6,6.4,69460,4.5,95.5
Yes,25,M,Yes,"Wauwatosa, WI",No,Yes,No,Yes,47892,96.6,6.4,69460,4.5,95.5
Yes,35,M,Yes,"Homestead, FL",No,Yes,No,No,67787,69.1,28.8,40959,20.4,79.6
Yes,41,M,No,"Homestead, FL",No,Yes,No,No,67787,69.1,28.8,40959,20.4,79.6
Yes,24,M,No,"Chattanooga, TN",Yes,Yes,No,No,177892,85.2,22.6,40177,34.9,65.1
Yes,46,M,No,"Chattanooga, TN",No,Yes,Yes,No,177892,85.2,22.6,40177,34.9,65.1
Yes,24,M,Yes,"Chattanooga, TN",No,Yes,No,No,177892,85.2,22.6,40177,34.9,65.1
Yes,26,M,No,"Chattanooga, TN",No,Yes,No,No,177892,85.2,22.6,40177,34.9,65.1
Yes,23,M,No,"Cheyenne, WY",No,Yes,No,No,63292,93.4,11.2,58219,2.9,97.1
Yes,29,M,No,"Opp, AL",No,Yes,Yes,No,6500,77.4,25.9,34695,16.7,83.3
Yes,27,M,No,"Seattle, WA",No,Yes,Yes,No,708559,93.4,13.5,70594,7.9,92.1
Yes,35,M,No,"Seattle, WA",No,Yes,Yes,No,708559,93.4,13.5,70594,7.9,92.1
No,46,M,Yes,"Seattle, WA",No,Yes,No,No,708559,93.4,13.5,70594,7.9,92.1
Yes,44,M,No,"Seattle, WA",No,Yes,No,No,708559,93.4,13.5,70594,7.9,92.1
Yes,19,M,Yes,"Seattle, WA",No,Yes,No,No,708559,93.4,13.5,70594,7.9,92.1
Yes,30,F,Yes,"Seattle, WA",Yes,Yes,No,No,708559,93.4,13.5,70594,7.9,92.1
Yes,50,M,No,"Needles, CA",Yes,Yes,No,No,4968,82.1,27.7,30443,2.0,98.0
No,24,M,No,"Brownsville, TX",No,Yes,Yes,No,182074,64.1,33.7,32894,0.4,99.6
Yes,22,M,No,"Fort Collins, CO",Yes,Yes,No,No,163179,96.0,18.6,55647,1.2,98.8
Yes,38,M,No,"Fort Collins, CO",No,Yes,No,No,163179,96.0,18.6,55647,1.2,98.8
Yes,63,M,No,"Fort Collins, CO",No,Yes,No,Yes,163179,96.0,18.6,55647,1.2,98.8
Yes,19,M,No,"Fort Collins, CO",No,No,No,Yes,163179,96.0,18.6,55647,1.2,98.8
Yes,65,M,No,"Colby, KS",No,Yes,No,No,5411,92.0,11.1,44679,0.7,99.3
No,47,M,No,"White, GA",No,Yes,No,No,723,78.6,20.2,35125,3.4,96.6
Yes,24,M,No,"Oakland Park, FL",No,Yes,Yes,No,44303,82.8,20.2,45357,25.6,74.4
Yes,35,M,No,"Jesup, GA",No,Yes,No,No,9708,84.0,31.6,32188,40.1,59.9
Yes,25,M,No,"Monroe, WI",No,Yes,No,No,10655,90.5,15.2,39698,0.6,99.4
Yes,27,M,Yes,"Philadelphia, PA",No,Yes,No,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,19,M,Yes,"Philadelphia, PA",No,Yes,Yes,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,52,M,No,"Philadelphia, PA",No,Yes,No,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,25,M,Yes,"Philadelphia, PA",No,Yes,Yes,No,1575906,82.0,26.4,38253,43.4,56.6
No,32,M,Yes,"Philadelphia, PA",No,Yes,No,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,31,M,Yes,"Philadelphia, PA",No,Yes,Yes,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,28,M,Yes,"Philadelphia, PA",No,Yes,No,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,51,M,Yes,"Philadelphia, PA",No,Yes,No,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,30,M,Yes,"Philadelphia, PA",No,Yes,Yes,No,1575906,82.0,26.4,38253,43.4,56.6
Yes,34,M,Yes,"Dayton, OH",No,Yes,No,No,140680,82.1,35.5,27683,42.9,57.1
Yes,35,F,Yes,"Dayton, OH",No,Yes,Yes,No,140680,82.1,35.5,27683,42.9,57.1
Yes,25,M,Yes,"Dayton, OH",No,Yes,Yes,No,140680,82.1,35.5,27683,42.9,57.1
No,31,M,No,"Plymouth, MN",Yes,Yes,No,No,77168,97.3,5.8,85418,5.2,94.8
Yes,32,M,No,"Myrtle Beach, SC",No,Yes,No,No,31665,85.7,23.7,36514,13.9,86.1
Yes,55,M,No,"Myrtle Beach, SC",No,Yes,No,Yes,31665,85.7,23.7,36514,13.9,86.1
Yes,47,M,No,"Douglas, WY",No,Yes,No,No,6444,91.2,9.2,60060,0.3,99.7
No,44,M,No,"Douglas, WY",No,No,No,No,6444,91.2,9.2,60060,0.3,99.7
Yes,50,M,No,"Decatur, GA",Yes,Yes,No,No,22882,95.4,14.9,81970,20.2,79.8
Yes,59,M,Yes,"Micanopy, FL",No,Yes,No,No,626,87.6,12.7,36652,22.2,77.8
Yes,33,M,Yes,"Shreveport, LA",No,Yes,No,No,194565,85.5,23.6,38583,54.7,45.3
Yes,28,M,Yes,"Shreveport, LA",Yes,Yes,Yes,No,194565,85.5,23.6,38583,54.7,45.3
Yes,38,M,Yes,"Shreveport, LA",No,Yes,No,No,194565,85.5,23.6,38583,54.7,45.3
Yes,19,M,No,"Seneca, SC",No,Yes,Yes,No,8264,84.3,23.3,35609,29.0,71.0
Yes,45,M,No,"Houma, LA",Yes,Yes,Yes,No,33660,79.9,20.9,47052,24.4,75.6
Yes,59,M,No,"Houma, LA",Yes,Yes,No,Yes,33660,79.9,20.9,47052,24.4,75.6
No,43,M,No,"Houma, LA",Yes,No,No,No,33660,79.9,20.9,47052,24.4,75.6
Yes,22,M,No,"Boulder, CO",No,Yes,No,No,106772,96.3,23.1,58484,0.9,99.1
Yes,28,M,No,"Boulder, CO",Yes,Yes,No,No,106772,96.3,23.1,58484,0.9,99.1
Yes,37,M,No,"Boulder, CO",No,Yes,No,Yes,106772,96.3,23.1,58484,0.9,99.1
Yes,28,M,No,"Boulder, CO",Yes,Yes,No,No,106772,96.3,23.1,58484,0.9,99.1
Yes,41,M,No,"Manila, AR",No,Yes,No,No,3378,80.7,32.6,30114,0.5,99.5
Yes,34,M,No,"Las Cruces, NM",No,No,Yes,No,101463,85.5,24.4,41330,2.4,97.6
Yes,36,M,No,"Las Cruces, NM",No,Yes,No,Yes,101463,85.5,24.4,41330,2.4,97.6
No,36,M,No,"Las Cruces, NM",Yes,No,No,No,101463,85.5,24.4,41330,2.4,97.6
Yes,29,M,No,"Las Cruces, NM",Yes,Yes,Yes,Yes,101463,85.5,24.4,41330,2.4,97.6
Yes,52,M,No,"Las Cruces, NM",No,Yes,No,No,101463,85.5,24.4,41330,2.4,97.6
Yes,53,M,No,"Logan, UT",Yes,Yes,No,No,50470,88.8,26.5,36032,1.0,99.0
Yes,47,M,No,"Whittier, CA",No,Yes,No,No,86544,83.3,12.5,66457,1.3,98.7
Yes,37,M,No,"Whittier, CA",No,Yes,No,No,86544,83.3,12.5,66457,1.3,98.7
Yes,34,M,No,"Roswell, NM",No,Yes,No,No,48221,80.3,22.1,39975,2.5,97.5
Yes,33,M,No,"Roswell, NM",Yes,Yes,No,Yes,48221,80.3,22.1,39975,2.5,97.5
Yes,52,M,No,"Nitro, WV",No,Yes,No,No,6639,90.6,12.9,43434,2.3,97.7
Yes,35,M,No,"Muncie, IN",Yes,Yes,No,No,69041,86.4,32.2,31044,10.9,89.1
No,26,M,No,"Muncie, IN",No,Yes,Yes,Yes,69041,86.4,32.2,31044,10.9,89.1
Yes,31,M,No,"Muncie, IN",Yes,Yes,No,Yes,69041,86.4,32.2,31044,10.9,89.1
Yes,31,M,Yes,"Rantoul, IL",Yes,No,No,Yes,12949,86.7,25.1,38769,22.7,77.3
Yes,51,M,No,"Greenfield, WI",Yes,Yes,No,No,36953,91.4,9.8,51149,2.3,97.7
Yes,20,M,Yes,"Richmond, VA",No,Yes,Yes,No,224485,83.2,25.5,40758,50.6,49.4
Yes,34,M,Yes,"Richmond, VA",No,Yes,No,No,224485,83.2,25.5,40758,50.6,49.4
Yes,29,M,Yes,"Richmond, VA",No,Yes,No,No,224485,83.2,25.5,40758,50.6,49.4
Yes,23,M,No,"Richmond, VA",Yes,Yes,Yes,No,224485,83.2,25.5,40758,50.6,49.4
Yes,42,M,No,"Elsmere, KY",No,Yes,No,No,8554,83.9,22.3,46642,7.1,92.9
No,19,M,Yes,"Arlington, TX",No,Yes,No,No,393428,84.7,17.5,53326,18.8,81.2
Yes,51,F,No,"Arlington, TX",Yes,Yes,No,No,393428,84.7,17.5,53326,18.8,81.2
Yes,23,M,Yes,"Arlington, TX",No,Yes,Yes,No,393428,84.7,17.5,53326,18.8,81.2
Yes,36,M,No,"Arlington, TX",No,Yes,No,No,393428,84.7,17.5,53326,18.8,81.2
Yes,36,M,No,"Arlington, TX",No,Yes,Yes,No,393428,84.7,17.5,53326,18.8,81.2
Yes,53,M,No,"Superior, MT",No,Yes,Yes,No,828,89.2,25.5,22069,0.7,99.3
Yes,25,M,Yes,"Greenville, NC",No,Yes,No,No,91158,91.6,32.5,34435,37.0,63.0
Yes,33,M,No,"Brookshire, TX",No,Yes,No,No,5202,62.1,21.5,31523,35.6,64.4
Yes,24,M,Yes,"Summerville, SC",No,Yes,Yes,No,50320,92.9,13.0,55476,21.4,78.6
Yes,46,M,No,"Spokane, WA",No,Yes,No,No,215050,91.6,19.9,42386,2.3,97.7
Yes,45,M,No,"Spokane, WA",Yes,Yes,No,Yes,215050,91.6,19.9,42386,2.3,97.7
Yes,33,M,No,"Spokane, WA",No,Yes,Yes,Yes,215050,91.6,19.9,42386,2.3,97.7
Yes,53,M,No,"Spokane, WA",No,Yes,No,Yes,215050,91.6,19.9,42386,2.3,97.7
Yes,41,M,No,"Ardmore, OK",Yes,Yes,No,No,24887,84.1,17.1,42549,10.2,89.8
Yes,77,M,No,"Pittston, PA",Yes,Yes,No,No,7734,88.8,19.5,35146,1.9,98.1
Yes,24,M,No,"Gilbert, AZ",No,Yes,No,No,237412,95.6,6.6,82424,3.4,96.6
Yes,27,M,No,"Gilbert, AZ",No,Yes,Yes,No,237412,95.6,6.6,82424,3.4,96.6
Yes,34,M,No,"Sandpoint, ID",No,Yes,No,No,8089,88.3,24.3,31979,0.1,99.9
Yes,48,M,No,"Waco, TX",No,Yes,No,No,134054,79.2,29.0,33147,21.5,78.5
Yes,24,M,No,"Odessa, TX",No,Yes,No,No,117333,76.4,12.1,59337,5.7,94.3
Yes,50,M,No,"Odessa, TX",Yes,Yes,No,No,117333,76.4,12.1,59337,5.7,94.3
Yes,37,M,No,"Odessa, TX",No,Yes,No,No,117333,76.4,12.1,59337,5.7,94.3
Yes,27,M,Yes,"Toledo, OH",No,Yes,Yes,No,278494,85.2,27.8,33687,27.2,72.8
Yes,26,M,No,"Boerne, TX",No,Yes,No,No,14716,89.8,9.7,57047,0.6,99.4
No,30,M,Yes,"District Heights, MD",Yes,Yes,Yes,No,6001,89.5,8.8,65732,90.1,9.900000000000006
No,43,M,No,"Hanover, IN",No,Yes,No,No,3513,83.7,24.8,40758,2.3,97.7
Yes,30,M,No,"Carson, NV",No,Yes,No,No,54249,86.8,16.8,47668,1.9,98.1
Yes,76,M,No,"Carson, NV",No,Yes,No,No,54249,86.8,16.8,47668,1.9,98.1
Yes,47,M,No,"Kerrville, TX",No,Yes,No,No,23145,85.7,15.6,39206,3.1,96.9
Yes,37,M,No,"Kerrville, TX",No,Yes,Yes,No,23145,85.7,15.6,39206,3.1,96.9
Yes,44,M,No,"Canton, NC",Yes,Yes,No,No,4225,79.9,16.9,34388,1.8,98.2
Yes,19,M,No,"Beverly, OH",Yes,Yes,No,No,1314,85.2,19.2,33750,0.3,99.7
No,50,M,No,"Tuscaloosa, AL",Yes,Yes,No,No,98544,87.3,25.1,39351,41.5,58.5
Yes,30,M,No,"North East, MD",No,Yes,Yes,No,3627,82.2,6.5,59614,7.6,92.4
Yes,31,M,No,"Cohasset, MN",No,Yes,No,No,2716,94.3,7.3,60597,0.1,99.9
Yes,39,M,Yes,"Troy, NY",No,Yes,Yes,No,49602,84.7,26.1,38954,16.4,83.6
Yes,37,M,Yes,"Troy, NY",No,Yes,Yes,No,49602,84.7,26.1,38954,16.4,83.6
Yes,36,M,No,"Arab, AL",No,Yes,Yes,No,8266,87.6,16.7,40292,0.1,99.9
Yes,53,M,Yes,"Archdale, NC",No,Yes,No,No,11481,81.4,10.5,50420,4.0,96.0
Yes,30,M,No,"Santa Fe, NM",No,Yes,Yes,No,83529,85.7,17.6,50737,1.0,99.0
Yes,31,M,No,"Santa Fe, NM",No,Yes,No,No,83529,85.7,17.6,50737,1.0,99.0
Yes,24,M,No,"Santa Fe, NM",No,Yes,No,No,83529,85.7,17.6,50737,1.0,99.0
Yes,22,M,No,"Hendersonville, TN",Yes,Yes,No,No,56573,93.8,6.6,61786,6.3,93.7
Yes,27,M,No,"West Jordan, UT",Yes,Yes,No,No,112854,90.7,9.1,68442,1.0,99.0
No,40,M,No,"West Jordan, UT",No,No,Yes,No,112854,90.7,9.1,68442,1.0,99.0
Yes,28,M,No,"Spanish Fork, UT",Yes,Yes,No,Yes,38657,91.1,7.1,65294,0.4,99.6
Yes,33,M,No,"Spanish Fork, UT",No,Yes,Yes,No,38657,91.1,7.1,65294,0.4,99.6
No,61,M,Yes,"Mount Vernon, NY",No,Yes,No,No,68164,84.6,15.3,50952,63.4,36.6
Yes,20,M,No,"Cushing, OK",No,Yes,No,No,7814,78.4,20.9,37995,5.3,94.7
Yes,45,M,No,"Loveland, CO",No,Yes,Yes,No,76055,94.1,9.1,56277,0.6,99.4
Yes,48,M,No,"Loveland, CO",No,Yes,No,No,76055,94.1,9.1,56277,0.6,99.4
No,23,M,No,"Loveland, CO",No,Yes,Yes,No,76055,94.1,9.1,56277,0.6,99.4
Yes,33,M,Yes,"Bluefield, WV",No,Yes,Yes,No,10035,85.6,23.4,34972,23.0,77.0
Yes,76,M,No,"Twinsburg, OH",No,Yes,No,No,18614,94.4,4.6,71194,13.4,86.6
Yes,47,M,No,"Artesia, NM",No,Yes,No,No,12244,81.8,10.9,50701,1.2,98.8
Yes,36,M,No,"Artesia, NM",No,Yes,No,No,12244,81.8,10.9,50701,1.2,98.8
Yes,45,M,No,"Prescott, AZ",Yes,Yes,No,Yes,42112,92.8,15.5,44846,0.7,99.3
Yes,70,M,No,"Prescott, AZ",No,Yes,No,No,42112,92.8,15.5,44846,0.7,99.3
Yes,37,M,No,"Mitchell, SD",Yes,Yes,No,No,15757,90.1,13.9,47936,0.5,99.5
Yes,49,M,No,"French Lick, IN",No,Yes,No,No,1768,72.9,33.7,28603,5.8,94.2
Yes,36,M,No,"Springtown, TX",No,Yes,No,No,2834,89.6,19.4,47826,0.8,99.2
Yes,21,M,Yes,"Durham, NC",Yes,Yes,No,No,264663,87.1,19.2,50420,41.0,59.0
No,34,M,Yes,"Durham, NC",No,No,No,No,264663,87.1,19.2,50420,41.0,59.0
Yes,31,M,Yes,"Durham, NC",No,Yes,Yes,No,264663,87.1,19.2,50420,41.0,59.0
Yes,24,M,Yes,"Durham, NC",No,Yes,Yes,No,264663,87.1,19.2,50420,41.0,59.0
Yes,35,M,Yes,"Virginia Beach, VA",No,Yes,No,No,450394,93.3,8.3,66634,19.6,80.4
No,28,F,Yes,"Virginia Beach, VA",No,No,No,No,450394,93.3,8.3,66634,19.6,80.4
Yes,19,M,No,"Fairbanks, AK",No,Yes,No,No,31789,91.2,13.1,55229,9.0,91.0
Yes,33,M,No,"Fairbanks, AK",No,Yes,Yes,No,31789,91.2,13.1,55229,9.0,91.0
Yes,28,M,No,"Fairbanks, AK",No,Yes,Yes,Yes,31789,91.2,13.1,55229,9.0,91.0
Yes,23,M,No,"Fairbanks, AK",No,Yes,Yes,No,31789,91.2,13.1,55229,9.0,91.0
Yes,21,M,No,"Fairbanks, AK",Yes,Yes,Yes,No,31789,91.2,13.1,55229,9.0,91.0
Yes,25,M,No,"Ashwaubenon, WI",No,Yes,No,No,17140,93.8,9.6,49924,1.2,98.8
Yes,59,M,No,"El Monte, CA",No,Yes,No,No,115629,57.8,24.9,38085,0.8,99.2
Yes,36,M,No,"El Monte, CA",No,Yes,Yes,No,115629,57.8,24.9,38085,0.8,99.2
Yes,31,M,No,"Potsdam, NY",No,Yes,No,No,9247,92.5,28.8,36300,2.8,97.2
Yes,32,M,No,"Lodi, CA",No,Yes,Yes,No,64852,80.4,17.4,49316,0.8,99.2
Yes,41,M,No,"Downey, CA",No,Yes,Yes,No,112861,76.1,11.4,62897,3.9,96.1
Yes,31,M,No,"Chester, PA",No,Yes,No,No,33973,79.5,34.6,27365,74.7,25.299999999999997
Yes,33,M,Yes,"Chester, PA",No,Yes,Yes,No,33973,79.5,34.6,27365,74.7,25.299999999999997
Yes,24,M,Yes,"Chester, PA",No,Yes,No,No,33973,79.5,34.6,27365,74.7,25.299999999999997
Yes,44,M,No,"Broomfield, CO",No,Yes,Yes,No,66547,95.7,6.5,81898,1.1,98.9
No,23,M,No,"Sylacauga, AL",No,No,Yes,No,12321,82.5,29.8,33407,30.2,69.8
Yes,39,M,No,"Wellman, IA",Yes,Yes,No,No,1417,93.2,5.7,56983,0.1,99.9
Yes,67,M,Yes,"McAlester, OK",Yes,Yes,No,No,18157,83.9,23.0,41112,7.1,92.9
Yes,29,M,No,"Clute, TX",No,Yes,Yes,No,11531,73.7,19.3,45307,10.5,89.5
Yes,25,M,Yes,"Princeton, KY",No,Yes,Yes,No,6124,86.9,26.3,37500,9.0,91.0
No,28,M,No,"Barstow, CA",Yes,Yes,No,No,23855,79.8,33.7,39632,14.6,85.4
No,29,M,Yes,"Barstow, CA",Yes,Yes,No,No,23855,79.8,33.7,39632,14.6,85.4
Yes,27,M,Yes,"Alexandria, LA",No,Yes,No,No,47447,81.7,25.8,34579,57.3,42.7
Yes,36,M,Yes,"Alexandria, LA",No,Yes,No,No,47447,81.7,25.8,34579,57.3,42.7
Yes,31,M,No,"Lead, SD",Yes,Yes,Yes,No,2998,91.8,10.3,41912,0.3,99.7
Yes,50,M,No,"Beaverton, MI",No,Yes,No,No,1171,89.5,31.4,26538,0.4,99.6
Yes,36,M,No,"Brodhead, KY",No,Yes,No,No,1194,63.0,41.1,20379,0.1,99.9
No,47,M,No,"Dickson, TN",No,No,No,No,15354,84.0,19.4,37045,8.8,91.2
Yes,46,M,No,"Slidell, LA",No,Yes,Yes,No,27905,87.5,16.3,51958,17.0,83.0
Yes,23,M,No,"Harrisonburg, VA",No,Yes,No,Yes,53287,84.1,32.5,38750,6.4,93.6
Yes,56,M,No,"Shelbyville, IN",No,Yes,No,No,19006,83.4,16.9,43395,1.9,98.1
Yes,64,M,No,"Shelbyville, IN",No,Yes,No,No,19006,83.4,16.9,43395,1.9,98.1
Yes,27,M,No,"Sand, CA",No,Yes,No,No,381,79.6,30.8,40625,3.9,96.1
Yes,23,F,No,"Sand, CA",No,Yes,No,No,381,79.6,30.8,40625,3.9,96.1
No,21,M,No,"Paris, TX",No,Yes,No,No,24785,84.1,25.6,32025,23.4,76.6
Yes,34,M,No,"Auburndale, FL",No,Yes,Yes,No,15341,81.1,17.6,41827,12.8,87.2
Yes,33,M,No,"Niceville, FL",Yes,Yes,No,No,15112,94.4,14.0,58954,4.2,95.8
Yes,35,M,No,"McKinney, TX",No,Yes,No,No,173098,92.2,7.4,81459,10.5,89.5
